,time,lon,lat,no2,o3,so2,pm2.5,pm10,co
67906,11,28.75,50.75,1.9895064036051435,71.57900492350261,2.1917306582132974,9.85373306274414,11.67864990234375,175.9460245768229
67907,12,28.75,50.75,3.702322324117025,63.09917195638021,3.0135984420776367,10.89092254638672,12.15011469523112,216.7474161783854
67908,13,28.75,50.75,5.157309214274089,56.38340759277344,2.335383415222168,15.416945139567057,19.191450754801437,244.50752766927084
67909,14,28.75,50.75,3.6163854598999023,63.67864481608073,1.1133235295613606,17.938587188720703,20.489824930826824,228.14351399739584
67910,15,28.75,50.75,2.83817990620931,50.87445068359375,1.3777376810709636,12.62738037109375,14.311365763346354,224.075439453125
67911,16,28.75,50.75,3.05216121673584,48.20453389485677,2.026737848917643,16.29174550374349,18.98802947998047,223.947021484375
67912,17,28.75,50.75,1.570703665415446,62.62195332845052,1.252914269765218,13.523897806803385,15.487181345621744,180.73006184895837
67913,18,28.75,50.75,2.1984480222066245,54.19325764973959,0.3683371941248576,6.751506169637044,6.776190439860026,204.06937662760416
67914,19,28.75,50.75,2.113361358642578,60.478118896484375,0.5653137365976969,7.029261906941732,8.088124593098959,189.40386962890625
67915,20,28.75,50.75,1.3983333905537922,63.35376993815104,0.4917113780975342,6.498809178670247,6.556755701700847,189.7353515625
67916,21,28.75,50.75,2.122827688852946,70.09749857584636,2.0738113721211757,12.315338134765623,12.518966674804688,207.2624715169271
67917,22,28.75,50.75,2.196510155995687,67.99392700195312,1.013635794321696,7.395415623982747,8.758800506591797,196.6091512044271
67918,23,28.75,50.75,1.1460727055867512,75.2009785970052,0.6091110706329346,3.54435125986735,4.454164187113444,158.54048665364584
67919,24,28.75,50.75,1.251041253407796,73.05805969238281,0.7481284936269125,4.305592854817708,4.793460845947266,158.59037272135416
67920,25,28.75,50.75,2.148238182067871,66.97784932454427,1.032183329264323,5.589464823404948,6.96017583211263,165.27808634440103
67921,26,28.75,50.75,2.363764444986979,58.11036173502604,1.2041695912679036,13.48199717203776,15.670027414957682,186.56437174479169
67922,27,28.75,50.75,2.5171378453572597,59.74855041503906,0.98561159769694,18.990399678548176,23.468592325846355,220.70939127604169
67923,28,28.75,50.75,3.224840799967448,57.62637837727865,0.9988027413686116,18.626880645751957,18.46248499552409,241.06304931640625
67924,29,28.75,50.75,1.9789611498514807,57.99041239420573,0.5774920384089152,7.638469696044922,10.57282257080078,191.37650553385416
67925,30,28.75,50.75,3.194990793863932,71.10462443033855,0.9263927936553956,14.931229909261068,19.378458658854168,276.11008707682294
67926,31,28.75,50.75,2.9431530634562173,53.39341735839844,1.356472651163737,15.199957529703775,18.501397450764973,227.2579549153646
67927,32,28.75,50.75,1.8811368942260744,65.04649353027344,1.71531343460083,15.405376434326172,18.567354838053387,201.2528076171875
67928,33,28.75,50.75,1.5286844571431475,65.93265787760417,0.597661296526591,5.839303970336914,6.641770680745442,170.591796875
67929,34,28.75,50.75,1.2686112721761067,61.49024454752604,0.4765876531600952,4.064767837524414,5.678571701049805,164.9164021809896
67930,35,28.75,50.75,1.2010126908620198,57.44974772135416,0.275453766187032,4.044125874837239,4.4288889567057295,167.95801798502603
67931,36,28.75,50.75,1.794069766998291,66.05926513671875,1.0466149648030598,5.876366933186849,7.679019927978516,173.1399943033854
67932,37,28.75,50.75,2.1380677223205566,62.57563781738281,0.9209152062733968,7.300519943237305,8.470628102620443,204.74666341145837
